id,nome_arquivo,caminho_relativo,sha256_arquivo,sha256_texto,simhash_texto,palavras_texto,status
before-you-use-claude-cowork-build-this-first-by-the-p-531ea55,"Before You Use Claude Cowork, Build This First _ by The PyCoach _ Artificial Corner _ Jul, 2026 _ Medium.pdf","04_Agentes_RAG_e_Apps_de_IA/MCP_e_Ferramentas_Claude/Before You Use Claude Cowork, Build This First _ by The PyCoach _ Artificial Corner _ Jul, 2026 _ Medium.pdf",1fab269129ec442ba0fa007df4dde4a0f1295bb388b9e1abff5ee345546fbc83,9248aabb2dd6c211673338df66d997722396a42227446943ebd04a42fdd642b0,319f9291cd1348a2,3367,catalogado
before-you-use-claude-create-this-file-by-the-pycoach--fb6cd6f,"Before You Use Claude, Create This File _ by The PyCoach _ Artificial Corner _ May, 2026 _ Medium.pdf","04_Agentes_RAG_e_Apps_de_IA/MCP_e_Ferramentas_Claude/Before You Use Claude, Create This File _ by The PyCoach _ Artificial Corner _ May, 2026 _ Medium.pdf",76345488370b573cfbce86bbc9b3317326b1a8dad21d6aff1d556c72cb43fa47,8689aa027444904702a85435d208c1f0cce822c4c095d3410ed4394dc85b226d,64af40b7a409e3b4,2968,catalogado
chapter-3-what-is-a-transformer-by-generative-ai-mediu-a8b18e8,Chapter 3_ What Is a Transformer_ _ by Generative AI _ Medium.pdf,02_Transformers_e_Attention/Chapter 3_ What Is a Transformer_ _ by Generative AI _ Medium.pdf,0a429b1ce324ad5fec3f0d86923ebbde7b349f280636d5591ec586615460e0bb,b1ddb288e3f62e47322e5fe0dc9a90f90e457f2b3d3c5a93297eec43b13ae1c7,e03dfb144519d93b,1136,catalogado
chatgpt-is-getting-its-biggest-update-ever-by-tanmay-b-74727f4,"ChatGPT Is Getting Its Biggest Update Ever _ by Tanmay Bansal _ Jun, 2026 _ Artificial Intelligence in Plain English.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/ChatGPT Is Getting Its Biggest Update Ever _ by Tanmay Bansal _ Jun, 2026 _ Artificial Intelligence in Plain English.pdf",c54b97878840c1ac19fd249a7e187a4f4ae545d775e44f394cf9b3c1f0ac41b7,03aba2c49890fba3b8eb0373e2ae81e9f9ec4cd3912bdae324dc89bebff41ec8,cc5df12adaa2ea03,1113,catalogado
claude-code-agents-what-they-actually-are-data-science-283ad38,Claude Code agents_ what they actually are _ Data Science Collective.pdf,04_Agentes_RAG_e_Apps_de_IA/Arquitetura_de_Agentes/Claude Code agents_ what they actually are _ Data Science Collective.pdf,e200c3f00baabecc3b20568d77b08a53f5133a5afdfc81c20cc6cd6590fb8eea,f9fca9fc55d8afabde7dfd363a3801922550e1fa67f184dfa538254986ac52e0,0f241459fb575d82,4090,catalogado
claude-vs-gemini-which-ai-assistant-is-actually-more-u-29907f0,"Claude vs. Gemini_ Which AI Assistant Is Actually More Useful for Daily Work_ _ by Mubashir Burfat _ Jun, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/Claude vs. Gemini_ Which AI Assistant Is Actually More Useful for Daily Work_ _ by Mubashir Burfat _ Jun, 2026 _ Medium.pdf",97bf340498294e33b16bee40bddf74b29240e6929ee08a98564256556bdab4b1,449d9486ea5a4c4d0d7541ee1509aebe33d83f8253fddc795c8c01104cd743ff,485a95623f1ee8f9,1220,catalogado
deepseek-just-did-what-the-industry-thought-was-imposs-2627cfe,"DeepSeek Just Did What the Industry Thought Was Impossible _ by Pranit naik _ No Time _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/DeepSeek Just Did What the Industry Thought Was Impossible _ by Pranit naik _ No Time _ Jul, 2026 _ Medium.pdf",2c46daa257bd003b4439cb8de7d3919ffb94493aa2f227571258f9a06e7b39d9,0e03e37f46de330a5344beec7618c1379a84b1e591e3bac1e1c38411d922e6ef,715c55613269fc56,1818,catalogado
deepseek-made-their-ai-85-faster-without-touching-the--92cd92c,DeepSeek Made Their AI 85% Faster Without Touching the Model or Buying a Single Chip. _ The Geopolitical Economist.pdf,04_Agentes_RAG_e_Apps_de_IA/Engenharia_e_Seguranca_de_Apps/DeepSeek Made Their AI 85% Faster Without Touching the Model or Buying a Single Chip. _ The Geopolitical Economist.pdf,2b16795cfcdb8da47a87b795383597f50ab910a68ffdfd9d3c46234c606dc35a,5ca68a8ebe9b7be57b623da86fbacd583d9c5abe85060b8d37e2b19fbb68a856,b3ee072c971280fa,2549,catalogado
did-anthropic-s-secret-model-mythos-6-just-leak-by-pra-1d8616b,"Did Anthropic’s Secret Model, Mythos 6, Just Leak_ _ by Pranit naik _ No Time _ Jun, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/Did Anthropic’s Secret Model, Mythos 6, Just Leak_ _ by Pranit naik _ No Time _ Jun, 2026 _ Medium.pdf",ffb9c189984a7a3abbd4200f5af183cacc5e3d5e48f857d57173b14f241a0840,db5f14a42c9342193377f3ac4c0331f59416241c9c444007d8a2f54b0ee133c7,f9773a4a9c76e5df,1926,catalogado
from-perceptron-to-transformers-understanding-how-ai-a-a7bc348,From Perceptron to Transformers. Understanding how AI actually learns. _ by @anello _ Artificial Intelligence in Plain English.pdf,01_Fundamentos_Matematica_e_Deep_Learning/Redes_Neurais_e_Aprendizado/From Perceptron to Transformers. Understanding how AI actually learns. _ by @anello _ Artificial Intelligence in Plain English.pdf,81407e16bcb6a2c2ab0f101d8a35aba7b126448a0414f39da13fb8fbd274d396,75ec67978b8c31c6dcad6fa37205529123fe7128520622e55fcae47457b7d590,b74eae4b24e52790,6349,catalogado
generative-ai-basic-concepts-llm-large-language-model--0812aad,Generative AI Basic Concepts. LLM (Large Language Model)_ The Large… _ by mustafabakla _ Medium.pdf,03_LLMs_e_GenAI/Conceitos_e_Fundamentos/Generative AI Basic Concepts. LLM (Large Language Model)_ The Large… _ by mustafabakla _ Medium.pdf,e485df1a44e6c3947694673f5a6189e20b9157e0b9a3b904242526385278807c,9a4d8a727728af4d307257cb010fb3df7f8f2ca4aeba9d6967ec1ba0de650619,a5ed8e8252e9a3f1,827,catalogado
glm-5-2-is-free-right-now-no-api-key-needed-and-it-sur-7d2910b,"GLM-5.2 Is Free Right Now, No API Key Needed, and It Surprised Me _ by Nitin Gavhane _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/GLM-5.2 Is Free Right Now, No API Key Needed, and It Surprised Me _ by Nitin Gavhane _ Jul, 2026 _ Medium.pdf",d2c75d1803611d0b1054cac8529a3ff5af6e41ec2a041c2589e80d7702135270,feb097e64e428fe85c1b4e1244f0856d2fc874b05d4d08eb8fec9d240e467b40,1c43b530ce317a7f,1271,catalogado
google-just-quietly-released-the-missing-piece-for-ai--48efda2,"Google Just Quietly Released the Missing Piece for AI Agents. It’s Called OKF. _ by Akhil _ Jun, 2026 _ Medium.pdf","05_Vector_Databases_e_Conhecimento/Formatos_e_Gestao_do_Conhecimento/Google Just Quietly Released the Missing Piece for AI Agents. It’s Called OKF. _ by Akhil _ Jun, 2026 _ Medium.pdf",e7e6b638c8a45baf8559d107c31551057f56f3d7a99c0222ebc38d7a536a5b57,454b5fb6e1d2a1e738b8b0cb0efecd2fd09c728d86ed4e5e3a56445da1f75ccf,4c371bca1d45b448,2261,catalogado
gpt-5-6-beat-fable-5-which-frontier-model-should-you-a-c010bc5,"GPT-5.6 Beat Fable 5. Which Frontier Model Should You Actually Use_ _ by Divy Yadav _ AI Engineering Simplified _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/GPT-5.6 Beat Fable 5. Which Frontier Model Should You Actually Use_ _ by Divy Yadav _ AI Engineering Simplified _ Jul, 2026 _ Medium.pdf",6a1debfa39fbd6f7ea98184d8aa986dd39d9396f1949e4a2b116bc21e774db54,f9c8ac355365ba0035414987b7122f2f88cf41ccb4b4065f0c61e97c4b927280,d6a4d8f81cdeae42,1570,catalogado
harness-engineering-explained-the-one-layer-behind-eve-95317cf,"Harness Engineering Explained_ The One Layer Behind Every AI Agent That Actually Works _ by Divy Yadav _ Jun, 2026 _ Towards AI.pdf","04_Agentes_RAG_e_Apps_de_IA/Arquitetura_de_Agentes/Harness Engineering Explained_ The One Layer Behind Every AI Agent That Actually Works _ by Divy Yadav _ Jun, 2026 _ Towards AI.pdf",95c7e63fba401595b4d5ea56b3d9c909ca79bc188fc803653e2f4ca99a0537a8,e7bda3914de6d07529c7f8fd64a2ab5e8aebd1aedf553fdc985392834da52e54,ad351a4c4fd93d7a,2209,catalogado
how-deep-learning-actually-works-relu-backpropagation--21b6590,"How Deep Learning Actually Works_ ReLU, Backpropagation & Gradient Descent Explained Simply _ by Vikash Singh _ May, 2026 _ Medium.pdf","01_Fundamentos_Matematica_e_Deep_Learning/Redes_Neurais_e_Aprendizado/How Deep Learning Actually Works_ ReLU, Backpropagation & Gradient Descent Explained Simply _ by Vikash Singh _ May, 2026 _ Medium.pdf",0f86f20406302b6699dba60a7e61c4e1b7eb66121f13a75b203c4cf5c7a67a35,18b213d50cfc1d9fa7ea5b9ec12c9c3036214295fbb201db29439cbd510c5586,f2c1402c741b901f,1304,catalogado
how-rnns-work-and-why-everyone-stopped-using-them-data-116f78a,How RNNs Work (And Why everyone Stopped Using Them) _ Data Science Collective.pdf,02_Transformers_e_Attention/How RNNs Work (And Why everyone Stopped Using Them) _ Data Science Collective.pdf,ce1cddca0105dee02347735f82113601d9e954ac5102daeebc3e6b9c4532a445,cb1412e8343772c1e22bc9b57c8a43a7ef4beb434f7f44af17a11ef933caea76,05c5af98be9033cc,3534,catalogado
how-to-build-real-leverage-when-everyone-has-ai-medium-1b53b76,How to Build Real Leverage When Everyone Has AI _ Medium.pdf,07_Roadmaps_Pesquisa_e_Produtividade/Produtividade_com_IA_e_NotebookLM/How to Build Real Leverage When Everyone Has AI _ Medium.pdf,fe41286dc569494c79d82bd124dac68e5a22a807b4f083a6ede8f03244b2a818,d82b26fd078d640a261d05aecc15d9f706f1a2f99380151280f9db7547734c4f,4e0911fed9bdb7d1,2205,catalogado
how-to-identify-if-someone-used-chatgpt-the-daily-draf-43aa14d,How To Identify If Someone Used ChatGPT _ The Daily Draft.pdf,03_LLMs_e_GenAI/Modelos_Limites_e_Impactos/How To Identify If Someone Used ChatGPT _ The Daily Draft.pdf,c2e6ef9a4b6d3dc0dd133be3ed4e2db828a07b34b2e41845326d5a2748f0a0cb,046ca37424e0c6cc0b3ad264abc2483affdbf34114377a08594857be33b589dd,b105a3b38e69d8ad,1024,catalogado
how-to-use-ai-to-become-a-genius-i-know-this-seems-lik-dd6d2ed,"How to use AI to become a genius. I know this seems like a very weird… _ by Mark Schaefer _ Jun, 2026 _ Medium.pdf","07_Roadmaps_Pesquisa_e_Produtividade/Produtividade_com_IA_e_NotebookLM/How to use AI to become a genius. I know this seems like a very weird… _ by Mark Schaefer _ Jun, 2026 _ Medium.pdf",f3d0392d78c94ca88de789de21b36bd31d20ff72aa7739dcba465cd2e8b6ae5c,fb4cc38cc3b977904dc7bfadf0728ef9f0d0fd092ad0f45e76713ecacb405d2d,d91fdac40ffbeb41,2370,catalogado
i-connected-these-7-mcps-to-claude-i-m-never-going-bac-40e8bbc,"I Connected These 7 MCPs to Claude. I’m Never Going Back. _ by Mohd Anas _ Jul, 2026 _ Medium.pdf","04_Agentes_RAG_e_Apps_de_IA/MCP_e_Ferramentas_Claude/I Connected These 7 MCPs to Claude. I’m Never Going Back. _ by Mohd Anas _ Jul, 2026 _ Medium.pdf",ff6143b989b8bcd09f33020eadd40bf79d1ed1a41284591471e76a9fa8ce11ca,c9f3ebbee683657219bf0000039dc4e1cbce33c036f47304864b15da21f37072,d9e8560b04127c84,733,catalogado
if-you-use-ai-in-2026-you-should-understand-these-17-c-06ddb75,"If You Use AI in 2026, You Should Understand These 17 Concepts _ by Hamza Boulahia _ Jul, 2026 _ Towards AI.pdf","03_LLMs_e_GenAI/Conceitos_e_Fundamentos/If You Use AI in 2026, You Should Understand These 17 Concepts _ by Hamza Boulahia _ Jul, 2026 _ Towards AI.pdf",e1457b637e18563b3089a799fab9a8ce7287c2f9b30274a59f16126e2def6cce,a29745074803d6003f2e4f726ce386d8eee8449bf5539b7cf8f4be148e79f853,c2bd9d312d323fb5,4627,catalogado
japan-just-beat-claude-mythos-and-nobody-saw-it-coming-50eead2,"Japan Just Beat Claude Mythos And Nobody Saw It Coming _ by Pranit naik _ No Time _ Jun, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/Japan Just Beat Claude Mythos And Nobody Saw It Coming _ by Pranit naik _ No Time _ Jun, 2026 _ Medium.pdf",853a68b680698ec86d77f6187931c3d9f40524e7101c8bd371e925e533e1a4b6,1dcf473432a13d222775d27a80dc0b244d44aad7d1c90dbc70735747b622eca8,f7e102018a844cad,2256,catalogado
linear-algebra-in-ai-vectors-matrices-and-self-attenti-dbc5a38,"Linear Algebra in AI_ Vectors, Matrices, and Self-Attention _ by The Dev Loop _ Medium _ Towards AI.pdf","01_Fundamentos_Matematica_e_Deep_Learning/Matematica_para_IA/Linear Algebra in AI_ Vectors, Matrices, and Self-Attention _ by The Dev Loop _ Medium _ Towards AI.pdf",0e23c1f302559a8634ffc5959e5415d255889fb8cd13cda3a2a7c926ee006d5d,addcb07af96d6e88b3caa84a67f38f00b35608b7badf2189dda5320ace0643b8,6126f50d5574168b,2229,catalogado
linear-algebra-you-ll-actually-use-part-1-by-anjali-ka-8800b3c,"Linear Algebra You’ll Actually Use_ Part 1 _ by Anjali Kakde _ May, 2026 _ Towards AI.pdf","01_Fundamentos_Matematica_e_Deep_Learning/Matematica_para_IA/Linear Algebra You’ll Actually Use_ Part 1 _ by Anjali Kakde _ May, 2026 _ Towards AI.pdf",fe00702f89004403f1ed2682f2ee49cb921fa632ce02210c4419d3bc107a81e4,618a69b349706062163ecb20ad4016b0f786f48be0df71389d73c2d6123b48e9,d2648a8cdb12f17d,1997,catalogado
linus-torvalds-ai-code-medium-b79582a,Linus-Torvalds_AI-&-Code_Medium.pdf,06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/Linus-Torvalds_AI-&-Code_Medium.pdf,b30c33ee680cf6b6ce2b997fc44af4a9030de9dbd57f4b80f795420c5a25978c,244833b5492c1a05db5bf8013cfd2277b3f065301e7eb2804c15211203d9d82a,6087b8928aead06f,1858,catalogado
llms-still-don-t-understand-meaning-predict-13334c7,LLMs Still Don_t Understand Meaning _ Predict.pdf,03_LLMs_e_GenAI/Modelos_Limites_e_Impactos/LLMs Still Don_t Understand Meaning _ Predict.pdf,02bf166c1cf944d35b4477841cd009126b04c61439a9e38e7f098e4874e5c298,a000ac3cb60d2e64b20b01bbf277578f317cb9b25ab769d98efe43feba053ac6,9a15f93f74a87432,1452,catalogado
llms-you-should-actually-learn-in-2026-by-shreyas-naph-87b5557,LLMs You Should Actually Learn in 2026 _ by Shreyas Naphad _ Pen With Paper _ Medium.pdf,03_LLMs_e_GenAI/Modelos_Limites_e_Impactos/LLMs You Should Actually Learn in 2026 _ by Shreyas Naphad _ Pen With Paper _ Medium.pdf,e87bd2c8a4c2c37be7b5a0e076c083a727b4efc0d185d625672a7072bcea985a,67c02347228f56959d28ea109cdb0d99931339469e9771b535dd7ee7429bda34,e322edbce84aa441,1003,catalogado
llms-rag-agents-mcp-the-ai-evolution-you-must-know-a-v-be7d6a1,"LLMs, RAG, Agents, MCP_ The AI Evolution You Must Know (A Visual Explanation) _ by Divy Yadav _ May, 2026 _ Towards AI.pdf","04_Agentes_RAG_e_Apps_de_IA/Arquitetura_de_Agentes/LLMs, RAG, Agents, MCP_ The AI Evolution You Must Know (A Visual Explanation) _ by Divy Yadav _ May, 2026 _ Towards AI.pdf",87187377bbe5d48a901d3bb12e2ac1539a519eb9de0b2d84718944869d44e018,95e6a3b5e1095aef9386b116341b1beef7f7f75b9f5d6603d5ec89ee41af6a8d,75e57e0bb4f2f1cb,2274,catalogado
machine-learning-for-complete-beginners-a-simple-30-da-f5eb264,"Machine Learning for Complete Beginners_ A Simple 30-Day Roadmap Without the Overwhelm _ by Harsh singh _ May, 2026 _ Stackademic.pdf","07_Roadmaps_Pesquisa_e_Produtividade/Aprendizado_e_Pesquisa/Machine Learning for Complete Beginners_ A Simple 30-Day Roadmap Without the Overwhelm _ by Harsh singh _ May, 2026 _ Stackademic.pdf",20f3cd66e8a9bf665f67f1ee5d46bcbbc7a51de8fecb05f2117d19f575047a1c,84d4dc8f1522c20463ac71ab7a227b75173bdec49bbb0aaecacf2c2d2f9a9cc9,71b7705de28378f4,2096,catalogado
neural-networks-as-simple-as-they-can-get-by-dr-ashish-31e80d9,"Neural Networks, As Simple As They Can Get _ by Dr. Ashish Bamania _ May, 2026 _ Level Up Coding.pdf","01_Fundamentos_Matematica_e_Deep_Learning/Redes_Neurais_e_Aprendizado/Neural Networks, As Simple As They Can Get _ by Dr. Ashish Bamania _ May, 2026 _ Level Up Coding.pdf",065ff6b0175d55dd24e686f4dde209a4823526eb84394eb2819b273afac4f81b,65cccfd94f38daf1110f6958de9cabf475dbcf368842aaf7e38d8eb9e1285d81,1bf108db080ecde8,1638,catalogado
notebooklm-free-vs-plus-vs-pro-vs-ultra-which-plan-is--2c316c6,"NotebookLM Free vs Plus vs Pro vs Ultra_ Which Plan Is Actually Worth It in 2026_ _ by Mubashir Burfat _ Jun, 2026 _ Medium.pdf","07_Roadmaps_Pesquisa_e_Produtividade/Produtividade_com_IA_e_NotebookLM/NotebookLM Free vs Plus vs Pro vs Ultra_ Which Plan Is Actually Worth It in 2026_ _ by Mubashir Burfat _ Jun, 2026 _ Medium.pdf",cdb4376064c38ec00df3f035bf30ba9b808227bd1c6a38b6ce6c3815587cc2ae,c3d3cb8e35343295df4f783a0dded2e28c51a7202081b0c1250fff16c5052a17,36888a9c6a703c87,2407,catalogado
notebooklm-s-new-feature-is-so-good-it-almost-feels-li-5cb051a,"NotebookLM’s New Feature Is So Good It Almost Feels Like Cheating _ by Mubashir Burfat _ Jul, 2026 _ Medium.pdf","07_Roadmaps_Pesquisa_e_Produtividade/Produtividade_com_IA_e_NotebookLM/NotebookLM’s New Feature Is So Good It Almost Feels Like Cheating _ by Mubashir Burfat _ Jul, 2026 _ Medium.pdf",8cfdfc1de48f84ba213d71547c0516eaa634554d84cfad53a05c3b494a0bcd98,4c0e36e55063a8b9a587d5aac6295787729ae1276a904d5d3759773e475f45e7,0daba1f841962d0b,2307,catalogado
nvidia-ai-medium-9606c39,NVIDIA-AI_Medium.pdf,06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/NVIDIA-AI_Medium.pdf,603a8b832cdc99d5f22fece2be6e0534bd91beb1e3808f0f2914a539db436dce,5c0df2ff6c2167c7df1210d4229ae97a124c4c8b6501d7851a48811a23360952,5de82430056fbcaa,1875,catalogado
open-knowledge-format-okf-why-google-thinks-ai-needs-a-4f5f0a1,"Open Knowledge Format (OKF)_ Why Google Thinks AI Needs a Git for Knowledge _ by Arvind Kumar _ Jun, 2026 _ Medium.pdf","05_Vector_Databases_e_Conhecimento/Formatos_e_Gestao_do_Conhecimento/Open Knowledge Format (OKF)_ Why Google Thinks AI Needs a Git for Knowledge _ by Arvind Kumar _ Jun, 2026 _ Medium.pdf",49a7296f464726e725f59816f02ce8824c31c69c4ee1295903df91835772a215,d8e4b47de2e880fa3bcad0463a02fed02cef8b4d93be1e137ec052b799452f4c,8c8847a89aaa66a0,1403,catalogado
openai-gpt-5-6-ai-could-do-anything-then-it-met-arc-ag-14bc816,"OpenAI GPT-5.6_ AI Could Do Anything, Then It Met ARC-AGI-3 _ by Alberto Romero _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/OpenAI GPT-5.6_ AI Could Do Anything, Then It Met ARC-AGI-3 _ by Alberto Romero _ Jul, 2026 _ Medium.pdf",d007e98699a90897f7429a25f9ed3208f8c904256cd28861dde986a9b1c65706,4d95b98b54cfab48db5330d46e6d9371990dff5035aac713fca9a943c9e778ed,d7e27bbb4d078767,1945,catalogado
q-k-v-and-w-in-transformers-a-complete-step-by-step-nu-7a417a2,"Q, K, V and W in Transformers — A Complete Step-by-Step Numeric Walkthrough _ by Dewasheesh Rana _ Medium.pdf","02_Transformers_e_Attention/Q, K, V and W in Transformers — A Complete Step-by-Step Numeric Walkthrough _ by Dewasheesh Rana _ Medium.pdf",6dabe93ec64c8d12f67c66e301fe6092a8da85f62b8c83bb9ff64608592f8b4c,f852beda1a37f1ce64460569fa1e8945059852d7f8a1b73076c0dd201bae1bd4,df592f05b6cdc5f1,1206,catalogado
